1 15731ab18fb548d3ba600766c3462d5f   001 0000042395734 0000002301201 0000040094533
2e45d9d28fa4a4bf9a8acd679fa8fdff70000007910401     1
2e9daecbe558749f7afd9d3524c64674e0000007339221     1
240c1b9fac2d34bf4bb4031399d6d0b030000004929483     1
243edeb1f326e44d38e416323d76a7b530000006655189     2
28c7a94356f214deabc78df602aece0120000005045757     2
28fe47a107f7f4fdaa3fe0afc7d531d300000000535939     1
24868004bf03943f8a0fa003ea91d65b60000001872727     1
298896b716cff48e7833585d9d6fc1dd20000009208741     2
2037e152e209e47e0a073e708aad20df70000009140951     1
2095168b0ad0247ebbd713407710002430000004695629     2
2856df9d68d5e4079b21bbef9c75ebba60000000685491     2
24320aa9a20214a198f6d6372ccd464cf0000009766331     1
217966fcf15134fe79e92dc190e2421bf0000009924969     2
2f6db0007c5fc41b6ad6f057b41ddb0fa0000009776737     1
2ba8709b4f58342afa6b0aa5822d6c0f40000003638768     1
2e681ade565ac48819ec69abd2ce31d670000003143761     1
23403196ba5fa4221b04a6244d188a7bb0000006341528     2
2e6d8d973c1214c85ab1754bee2197fb00000002643393     1
2235a32f86aad4c9980d2757a96071e410000005109903     1
2a9d8f6fe54834026bb778496710f96f10000003898390     2
220554eb264a24bd69ae8d88d198dd2240000001588971     2
22dd7caa7cffd4556b671239d6b6643d50000009235696     1
2a73061e3f00c4f4c8c1aca1c8ebf99d40000002062116     2
26e1131c85d89463ba1d5c2dd6bada8f50000008868442     2
2f5ea257f8eb04d8394bcd247e5aef43c0000001435407     1
20887ac4f08e74f3da7d3a33eb6b295c20000008820966     2
2bbb8941320764ddcad5ac3de28e865800000002621275     1
2629047ac05e84a28afc1c1c1d0bae5940000007177164     2
2a1d07e58a0fd47778405ce5e462033f50000007131272     1
2cf42358f3fc442b7906ea0865f3556e60000005689735     2
2d2b19529beb34a3493bf7981f02379790000007543789     2
277bd5ecafcc9465abbae33713117df810000007029755     2
2dedc155cc3dd4cba960a81e520d620c20000001730984     2
27c9cc03b30be4318b31689fe417651480000009341019     2
2326683569a9942eb860e7c7042c2f5d70000005783268     2
2b66af1dc32c747b2a424af6225143acb0000005617678     1
2da5be02edff6410e85557437bba00bb50000001066170     1
24178b18127974a338debd7b0c34abc100000009329333     1
22cad506369df4075926ef656739c54370000004097413     1
25668a613851d4c459e2c784f20d790dd0000001603754     1
27d248a81fd384576b4220758be51b4c00000000341545     1
2960556c2a9974276a92daa19d1dfb46d0000003102507     1
278614d35713e4ad68df419b4f0f852ef0000007337652     1
286dee8dc88254ea6bf1e3804cf4369620000007993949     2
2ee46dd511b944d20b2640d624a0badd90000006251790     2
23f15e97b33db46668e62031f7f3bcea30000003823150     1
264ca51f1543c4abbb2d1b69a992a6bef0000000086460     1
35af844fa7f744a548201c2f6c0971bcc0000000399548   0
3c53415e23e0448b0ba82e8323cc800f30000000270970   1
4               20220413f7a2544a72af44e5861804ae7080b0f9
1220deadececf4a8ebe1b9fb7678a9a4e   000000021401765500000006567640000213360891
2ca92e52e67c54e8bbf5a31ed56fe4f340000006479950     1
2572372cdbfb946bca3ad8024e1c7047b0000001252182     1
2b145a09f3a3041e0b12bc89139bf46d10000009457886     1
2aacf6a0389b6413da954532a733652310000004003492     1
20b86b84f704340009f7a78c96f0d49000000005083917     1
2a2de9212f4854b2d8bfaed7d3cb5ec690000002259284     2
24afce39e722044e6bf762f628dc39c7d0000000743203     1
297f6ba7d3e0544cca5926181393589dd0000001021200     2
273ac09dcd6d64cfabf15fd756347d3a30000005487786     2
284d2cd8ab6db4d0a96739dbc9af2bc110000004449687     1
2f840dfc5341246009a289cd3083934b10000009606013     1
2342d96fbada74779881c165a6ff43b1d0000004626532     2
2c00819f413ca4fdbaca25f10a2d7cc8a0000006446269     2
2266e9460616947f69b5d7591cbba64b80000007416235     2
27443883a0c504952b6751498d960cc280000008126725     1
28cdebd7ce2f5431e88af4d36b65d7c640000008317826     1
21e0de9f1793a4db4af6d588491ee7f4e0000004081802     2
2860a7ca59d344647bd6d83c536dbda6d0000004373388     1
2bf4c501271c446bdb3ce9e3e4b02da9e0000006451283     2
250581d849acc4274bd5d9d65a5e4e01b0000002439101     2
221bef7ed3371483aa5dbb47df1c25c800000007096498     2
2766f2d398c0044fa8535058cce6752840000006060133     1
2ada195a9e0444573ad6c70d697c49b5b0000002514708     1
20cd0253157c9474283bca892b81a98e40000005902629     2
2d5628298fa4c471cbc53e1bd3b3e8c710000004247733     1
2eeef02c396464a319ad85d563c69af2e0000004298553     2
2d88cb5abe45d44bcb635a34d8a9206f10000001100883     2
241a32c2bacf4472c902b8fbe34b67b410000009102955     2
200382f62b2c6494685f7ab53c31048760000008413530     2
21f1224d5efa747a29b9f814d5e4b91720000009920353     1
2f948f6b9d5a544bb86c68d3a6dbaf9290000006296777     1
2ce2cd8b7cfbc47c697e6505359cdeb2b0000002031570     2
290dfcabdb8d44f16825d527e5701b5fb0000004876987     1
2383fcfa7614c4964878b7e4e40fc19180000005661837     1
2f40f3402e502438cbee1d2a533ff61980000000241485     1
2bcd9ee492a8740b6b76b802896c41b4b0000004105803     1
2360947f9367243b6b45b9b9dac4664e50000004856856     1
299fe8b36c4f541cc8dda30f101e9275c0000008331821     1
26a58d40d6b6f4a608ab298bdc55f177f0000003963712     2
22d51ea655dcb4ed68b2f14ede82390930000006931912     1
299f3f95e267a43e3b5309f8badceeef80000007879362     1
2e54ad06d8b6940dd9249502db295aee40000002194387     1
2faf7eaefea6746b09a077e02bce7736e0000004378200     1
2ebb9a8aa999641f99916f3e20d67f18e0000006820192     2
260590817f6b64e119938e5bf224489640000001736962     2
2ff7cd13d5e1f4c768bb08a72848bf8c30000002791216     2
24c158e258587484282a01e91fec228760000001778791     2
2e2f0364cb624437d8f576bff981e8ab70000005605284     1
2d61ce55247bb4c23b88f2d7052caf36f0000001720263     2
256a1504dc38546ea840f95b542dd117b0000008690741     2
2d6ade4072a9a434a9f9eec3c5222801a0000008731107     2
2816b20f4462941d59b7221fb44710ff50000004723276     1
294dcf4ba36d64b7a8064a61cea23ebb00000002113577     1
23b2e78b99d5849bc991610634330f4590000006836516     1
21d078782ecdd4269932820c0464c79820000007722374     2
2fe25eca12fbf423cab8be712cf64bc2d0000009329927     2
2d707509603ac400bbe317a2830fa2e210000005595158     1
2aada0709043747beb597e10fc39173320000004505308     1
2478654ebae75497f939f1541fd11ae4f0000007500780     1
277e11d387ac04325830a69999c7e7ec70000009935928     2
24afa90724dcb400d89a5f25645d4e8c80000004177507     1
2726b182c80954c278cd6e075b121fe250000006707450     2
2139a3269a9194bb3a117a49caf6ed57e0000002791367     2
257361be2e9de4bad9a470ccf0909b24f0000000548270     2
235816c35e69c407ea5f763ad8b09188c0000003044334     1
2681340d6eaa1410d968d955a0b282b320000008950127     1
293f07245ab6a4918ad7c16c0f6c65b0f0000007172357     1
2ea40aac81b7549848b0f072880f9221e0000002143424     1
2808ded6d06014cf6b047a2d8c31fd17a0000001348977     1
210035b124d8c46cf8dff2ea5f1b089100000009908407     1
29f047a2bb7524928bc36d645896d8cd60000002605332     2
396abe2364d3d4241ad3808462e20243e0000000577397   0
326201df52b5249f2943cb0a6e32be37e0000000079367   1
4               20220427b26252139ff74c619ba6ebb3377dfd4d
18119b22babb84dc292503fc1e24b0f23   000000011246276100000007302080000111732553
25d0bb97bed1546f4bf58fb44f6049bca0000000448084     1
2ab33907c7b0d4895b11ef94e69038b510000001211223     2
2b12a9135f0254451896800c56d33fc960000004478093     1
288e5e4864b1944a39365b6b1052018370000002488532     1
28e0bc87d06994690a31c6a8a6f987d610000004795914     2
27c555648f6a0495282a32dc5db31e2a30000001176456     2
232b86a227b674fae859023015691a4f30000000670141     1
26c229a76d70e447c8a227c2ad1e05c730000007755469     1
2242356d362564557916af910e5dae1300000004592284     2
27b65eeaaa92a4ca79983563811720daf0000007541913     2
2ac28082074b94867afffda85340d15030000006751681     1
26fb676949108417192a683ead08034400000004413459     2
26525ed13134245279b1805d72ff998a10000008429420     1
2d4bad77f25134737b8a6b2ff9aff14f80000004879509     2
2491f484965c840f3b7dcc12a701b66e00000006533009     1
27b54630a64634e5d8c9a4810a42aa6130000005042561     2
27f2edfea5a4b4a58ae762d305f5883920000006064870     2
25c3c595fff8b4256b1f2a66ed513d4070000000183490     1
2d4622098e7cd4323b25c17933a5ffb850000001156692     2
293a9764b330240e698196b84e7805c580000003612552     1
2679cd0a9435a4a71beb693d0d91519690000006228805     1
291c3d46296944194a55447d5c3b7cbc70000006008070     1
2b8e0853430da4ceab91288d05aae04760000006665388     2
2716095c4920d4ab39998cd42975752380000009068115     2
2a232d77cb8f14b3fb4c5de7e2c89761d0000007632026     1
2b86da26e21bd43ec8c676e0fe4a93cf80000000431037     2
2307f49e88b5d448b9ce147554a8127780000003791153     1
2748d70df16014053b85c6491435805000000002272721     2
2e1f4c808da864d75aa67b93212ada2f80000008132567     1
23f39feb165234be998d4ceefecc901b10000003707953     1
24d7a5c4eff0d4ae9a84e396218dc5e300000005364620     1
2f8d81c95cb0e4110ae0664d4bcce61e70000008723356     1
27a28dba03e7046ab8ae2be8cd791004f0000001112091     1
2dbd55ab00522473db83dc75267c1d1700000008308987     2
24123707a39934b3da3ec92da1ef5199d0000005664063     2
2622a6dfa6f3e4b279054d1c7853cb67f0000002848579     1
20e7d29d729ea43509dd052debf8a38ab0000006496231     1
2c32727bf79224764903e855b25ab3e7d0000002574952     1
228836d1233c744d0b41c5cbbd5e923970000008397453     1
2e64193bc3f71483eb46036dbd355b1740000005334949     2
2d368a9ab0b304670a52d6b8bdcfd1a930000000094434     1
36dae044caf314f6183df49e1b0d583830000000730208   0
4               20220427660a65567c904d56908c638d1832a077
10ea40c0a4b16465f9ba0f11dc74759c5   000000003627942300000013777880000034901635
27a855d3311d14c9b8d5b92812ca919710000001394033     2
2d155a1e73aa948b8af7f1fe0d3e2b1b10000000379832     2
2c14c644ec49d409884f5c803cd479def0000007461086     1
269faef610f714792bb1417d4a600f2e70000007351911     2
23274960b1cc64c93808669d7e79dc6c20000000770529     1
214e283d5ba6247fe993aa4e20ae60c660000005357017     2
2f857c775e37b4d29ba3db88c894a66120000005608997     2
24067c59ba5b54fbdbdd18205f039aca70000001063936     1
274cb7173b01d4398bbf15c32bb2f691c0000009803723     1
2d10c4c606abf4022ab16061704b7d5d30000003975677     1
23e2b35f292874cc98d7921b05d2b2d6c0000002744258     2
2f3f9a6f46b1e47edadfa3c2d7df051a90000005581360     2
23d46d0c38a6041cbb2df828e17a824790000007527955     1
2620997a78f6e42c5b79e7fa7dc6ae29d0000005676517     1
3ad121fa49e654e07bcf86009d52bc2490000000237300   0
39cd3a5229e03496bb5d40634d548cbf70000000345019   1
358a0ec8b59de470e92e53dc8fca3644d0000000795469   2
4               202204185ad46a0fd06647c8ab92c52c39ef0a6e
120484661350c45118ed3e0974428e2a4   000000019781835600000014659310000196352425
25bd4f8ba36974bbba1e28314c9af082d0000007550447     1
2a4580587199b475eadbc384bbe66befe0000007682463     1
26ed477e0e6e344dbb33ef5adf57e2b4b0000003621364     2
2dd643f857e4b4b0fb5bc5d36a6d7b98c0000000020538     2
242ef47dbc45e42aab0db94e57d61acc80000007852020     1
2f54364fd0019402ea4d98685d45a43220000004023552     1
28cd7e7e845c4427a94e580fe87d61b7c0000002985716     1
27e10fd5019d848418b262daa85167b4c0000002863750     1
2433dbbb3592e4b30b7b34135253cc7dd0000006796729     2
2726ed6adecc64770a570e7a5ae7d7e1a0000007634837     2
20a28e41931254e7fa81a83e07e7189760000004132743     2
2abb99ea92676427a91829e20fff6dfb90000007776976     1
27a513d88b158497bac3359b6cad4d4270000006282046     1
2838e4cb6d8674647b86bb89d50f680540000008554053     1
214e2423fa06b4b4b9233a5f8f1691e3a0000001849457     1
260a9505e93f3417eb68a2221b07b17220000004708186     1
20540d8da16e640f1b4d2c754321d16d20000004218404     2
260dfc3a9f7a547d281d399d100c484740000005946130     1
20a3456564072431f8e28f7d9a70f3e1e0000006791066     1
27ef1e1a5d2574aa98310a464be70f07a0000001820412     2
2e00167b2b9b14434b1d38ba830a3affd0000008316736     2
2d39c0dfc64d640d6a15e0cbbc191a0490000004948023     1
2c5e640ec60a348e0a6652421adb487ae0000001788351     1
2e70e0ec75898424685ce2ddd34514dcb0000002901199     2
23ae2587cfa16492883d0a370f7451da50000001902679     1
24acd46277ae94becb6a24e70039186fb0000004202503     2
2bd81277667c84d8283e64e2058bc56f60000003302183     2
20250134b89b940eeba737aa7f08a88400000006435135     1
250b7daaa409e4de08f5010a7bec5a3b90000000104540     1
2de16c8138dae4e659bb4b24935cfd1260000001340609     1
2459d84b6f4fb4d799b5484bf43558bdf0000003531601     1
2e5069a701d004a9d84b30d9a881aa1ce0000001816883     2
224a34ba5c8d24c388311028693aff3790000007816359     1
2ccc1a36229c14573b99a552adab950e90000000890060     1
26c5579dfa6004213888848bb2a417f120000009954209     2
2986991628cfc43e885911baf5da54f2d0000007592752     1
29908999ab1a24e6caedde65f98f4ca160000004283632     1
2941d2e3fbeac499b8f8a2069f7ab9bbd0000009373352     2
20b05a1df61fe420cbb23f5682d04adf40000006770421     2
2d753001840f84e7c9a029edf68e28f870000007704222     2
262d1a2c5fea644a489281cae2f529b310000006621953     2
26844239689454fccaddfc49cb6066d860000004261922     2
2c53b1da2e23a4828b56b4febcd010e660000004952121     2
2d8b80ebd3d4147fbaa61d4fe9c86d44e0000008686224     2
249971cf122ee4c6aaabb181d4cd0888a0000007897706     2
22b1a1b6e6023435687536e41445d80f90000000660638     2
2a002fc18a66e4abc9a2280b5332ecbc50000003607948     2
22a941bade28a4545af4a7508b7b387b90000005228102     2
2af97f20e356a4d5dae52407a6ad8055f0000005505651     2
23208842b705b4c15b1225f90e561620c0000003454289     1
2423f87ade20444438dfda0ccad05b6fc0000008665408     1
269785118a6f149e0aa94878c588dc9180000000024330     1
2468167e6b1a2403da62dd4f9033bef740000001439052     1
2b5d40e557fa04066962016bf9a7d5d2d0000008952624     1
2c8b7d314beea4f3bbda4afcfef4db8b20000002141871     2
26f72bb7bc5a64c9ea27b18b715b735c10000004132377     1
2c7902a48135e4b0cb9d20e81aa16bb610000006797107     1
2aa6b2ca8d98c4bf2a7937eddea7c8f2a0000004907031     1
27868e7d4141046f59a47725f7e5856b90000003331213     1
27504820871324c92985c6c19537c9ea50000000744961     2
220feaf415c71475a80c0c3728e172a1e0000000174195     2
29391abd3e541457fbb20ec901607a6690000002239335     1
218393f722ca34b188ee7a8c7e18c21ef0000006413648     2
247a771deadc24666905e26e542630e620000000656817     2
22d91957799e344eda8245a5c3338a1cc0000007911321     2
2e3c0d428377e4e27a24d1971e28ce5e20000004505855     2
265c1861ab9d64d63800026052e927bc70000005421562     2
28e9ad26ae3c643e7856efa3809fb3a480000003145057     1
2e550b2d387d34b3dbde5a15452160b740000000036506     2
23aea1f88177a42669fb1560afb8dd2dd0000008412397     1
2ef32b968c2ac415690c93e57441a50610000008573789     2
29ff159111b1b4bb5ba7a5beb40b23be30000008610872     1
25850d9c6761f4a919b958ead1840149f0000007303877     2
2c7f9ede4df874754b956a30f74eff3b70000005760789     1
26e90954ab344431c8b0983ac188d50050000005515678     1
286f16f814148473c88f361eea64239c10000002012356     2
29ff5aa91c4f54222b1d21deada9e8b2f0000006931194     1
36e2341d5cdb142d393eed8635ff5c36a0000000596402   0
3d8cbbdccfb9247fd8ef982d1db0f2c150000000677384   1
344c18fba55a44e8ab5f2a6214051a9910000000192145   2
4               20220420e33df4d562b14ec1869d52e32f20f51f
1856d204607a9452a941362ae7ffc1d7d   000000007603886800000009159630000075122905
29679d5b1811941df9ab5e4f49ea9ec510000000705025     1
221efad9746664621b323e0f4e279d0310000007972569     1
2653c993b51af4c97b9a5701f6a7170760000007056703     1
2050d54abf919468cb0945a7242b031270000009911642     2
28ffd143249224e359946cfef53ee4cd00000001352290     2
2ad2861fb702246d68c1c85d4c4923a8d0000002057135     1
24a81541ba69d4db5ba1344ff65fbbe810000008398249     2
23aa7ae8c8caf4cbcb552199243a935c50000005912892     1
20847debf07ae452aa9bd3e74dc559ffd0000006168681     1
27f5d81ef5b914835bba793bbe76baccd0000004544419     1
25cd2cc9cb4834862b9bdf732030719530000005074290     2
287a0b8cef37b4cd6b2dfe0eb358b7a110000007885516     1
2d3b9e8ecb80349f695daea85576d6df30000005196777     1
231be9414dca942e590a889cf879180280000003068303     1
2197cbc94816b410596875f29fea9c7480000006768780     2
203ddaa47ba244668bef37abf985a25130000005012278     2
2e9dfee8a7f3c472aadb99ffc4ee048e70000000672463     2
227de5f9bf34e457989a29b9449cb78480000005584477     2
2bbfafd53a3324fd993eae87e9c0e44ac0000002924471     1
27629bf6fefcf48b1acd209e3341794450000003084178     1
268b8b7d71d8f42b896199de83fe814990000006405459     2
2d35ef3a933654a7a9d11355a4a494db50000005052492     1
2fec4b75bc2fc4de683fa18912411add30000002831773     1
2f0d6566316284eb7a3cc8c4583a0fd260000007455812     1
28cacf3a825d14cd4adac3a13122221330000004122122     1
2c7e140cf037242908984481c9c81b32b0000004192701     2
2b7a0ed2bf5ed4617bb37865a142115af0000003198608     2
39e673416ddc647c8b9f229c857fc885b0000000907625   0
378f041859e4e4d8e8d752d95902543fb0000000008338   1
4               20220416988cff23dc0b40f594896c25ed58148e
1ce73c80400f44bea8297684eeded3c46   000000005486748100000023201750000052547306
2d7ba6cae689e4fd6928d05bb94948e230000008834719     2
24879a4abf4bd4dd1a802af08baeda5630000000626474     1
25f9b07191f3b41278a3f7edcdeca4e340000006885097     2
248c25b4bdf70460b91c6faf0ee10774b0000000462145     2
2e1dcb11b60cb48c1a45f18804fe1d21f0000003712417     2
2c21ed5370b3542059ab201fc126e658b0000005839273     2
291265c3ab5674f879656a280334cea240000006208154     1
2800dc684deca45f29a7c841d3483e9ed0000004899870     2
2c26146c87e584c368c2be1c2cc74e20a0000000213144     1
27891a43febfe441fbf456a7af3c3c8520000007521477     1
23a3600057ffe4bad9cfe8e577b94ea590000000192291     2
2ea4da27570b7461881b0b6fd714638b80000007525261     1
2b63d1b7560b9426383221b04fc0adb340000002256464     2
267ca16afc95b4a308a381af02f9f5c1f0000009548013     1
2d6ed7b2dcdec4c2890217aa1589fe1620000004617383     1
27a1e6e3c70914aca8058457ca3d4ec280000008552603     1
2293336059ad0416abffd17937bcc4a450000009244250     1
20f33cbcfe8fa4ba28e8d8f5f609ace140000000810722     1
237c86d08428c4d9ca051d5080f5e23b10000008301646     2
32f213f8930534e68a3b3f3e455cb4f110000000981483   0
3e3b4a1a7be8b493d9d6f50698f10023d0000000886004   1
3d806fbf0a6d149e69863859bf65127250000000445784   2
38a77c493a0ff46acb8fa0ba1c13650460000000006904   3
4               202204102556c852f29841a2ac80d713e94182dd
11f181aa239e44787aa85a5422cff07fd   000000010165102300000012330990000100417924
280e9a214df9e4c21afee56244f12bb570000004488881     2
25fb0451358c44eddb4d7f8b28cff40700000005082041     2
274d8f416fc734919a8388aad23a9e7840000001825783     2
25e24da7fde4446ca9037e9a418bcf1b10000001684783     2
2a9e7c65e0bbf483f80bf724bfe2d06c00000007064140     1
24a3fec7034fe4c19bbe0fab4908a7a7b0000004329080     1
2f6320397a46c4167a98f01e0207d62ee0000005549067     1
27fd843c58db8403e9919dadf56f1ce380000000915539     2
29aa484502eed4bb28dd877549aa3d6e10000008871748     1
2a16769e08ab24209906e144cb8d9cf680000000541646     2
2e89d61ae5aa048379c4b7addbef05a4d0000000081111     1
25d38ae525fe44f5c97e65962cd5c06570000008220678     2
223673b9e512a4de99d05f75199f543770000007462973     1
24541042009c040d084ebffea561bc3290000001045907     1
2563a5a10a1ca4c7388df3c9d724ac6650000002873376     2
28f4440bb7dc94b149d5d7ce6619068270000004545655     1
22212665a7298476fa554e7783dd451370000003440250     2
2c2e04fab6c4c4a8599d9876b81ea07ee0000009555544     1
20498072ab9b640349ce356e3a74e4e160000009551893     1
2b4062f77ad334566bd6e3a5b456e31290000003004135     2
2e593475d2aeb44509be4f562c344737b0000000883816     2
2237e1fda69434e32a4fd21755b4411940000006458650     2
20f4dd828c2754c39833d27a8123141a00000006204107     2
2ccb264cca8534ba18797c5c3e535ca180000007855187     1
2e0a89017da83449fa8befe908dc1bb290000009648053     1
2b93ab3cb6cc94eec9b79d4f4d5b99e160000005394484     2
2c827aa27084540f799660764aac82b2d0000000211863     1
27df3730f5f6d4ac58fb3a4f02c698fcf0000005510870     1
25528b7643dfb445fb939c001d82568200000000956227     2
2303045f63bfe44899a6be65fe310cb4b0000000318379     2
2037952d9c9f746558bc3bb867d54ec900000003358963     2
2f47b425737e84efaae7c4b62712e3ea00000006020244     1
29dc7312650604013a7a450427311d8fa0000003735307     2
2b17ca359787f4d17899da35258db09be0000004616119     1
20a22967f49b74536b574f8aae98b46800000006643017     2
2c0fd080f679e417bae9bb6a6fb1e36400000000998771     2
2a4ac9d6e3627498c8fa9575a9d84af780000008371083     2
2a9391b7f38764a2eb17d951a47ea2af00000004440365     2
2daec21840d054729be356870953361ad0000004299262     2
255ca5e6f1da44a2596dac9694467e7f10000009731569     1
31d36d772c5f54feca879503c3f7de2450000000389630   0
35be17d2546ed4daab9421c2478d10f4a0000000547488   1
3852d6f3725e74219a97e0e4755f4af130000000295981   2
4               2022042554e61f46609e4f5a8c00a3048478df36
11b6222ad75fb430994a1b9a8790c3a07   000000014066903200000014106460000139258386
2ea3fe32750cf412281b72c57e9b4a2b10000001528720     2
21af95c0b9b8e4cc4b30dfadee9cc4ff10000003156288     1
2502b6342a8e5414597f3ea46fc71cb790000002452776     2
28e409154d9504b9ba31881a4d8beda5c0000008525743     2
26a19bc3fb2f948a0829b4426d05698640000006807384     2
28a718422c7c5434f910319d602e16f140000001912685     1
280a47b88c3884ddb9c0101d209de00860000002370877     2
295cf89b98af84ad18f9daaa88e01fc640000008040128     2
27129aaef3630498f878070cfaacc300d0000009960513     2
2d6bc3f54b0454101905df8056caa32bb0000002581044     2
2cc05f57caf70401e8222002b6496ce7c0000006274239     2
2159ac8e540d847a3a88085f4ce1a083c0000003215390     2
263c02824f45f4a82ae2804778c7ead640000007236978     1
2b0223701051642ba879380043c0f36480000004602594     2
26d28655247434a818f4a2c8d78de9b420000007701287     1
2cbe040b7912a4d72ad744d8495d965830000006860977     1
2343e6a7a3dbe4e3b8f05db16dac769920000006095373     1
2800b40ea936b4bd38cfba3d52d5cd0e90000001087264     2
278ed05fd8f2549228b63ae2a3bcfe3ad0000001437897     1
295466e0e7a91433d99f500567c8fa5b10000003566535     2
214124c662155498d806b2c4dada6e2ce0000001676148     2
25dcdaf3e34774a25a2ba823275ae8d270000005571320     1
2bfa113c893f9410ea7d063e5bda30d240000007993015     1
2f9dda4f78c314cdda3733b57773d1a4e0000009924197     2
20116c1ac615b48209b72b0f1e5b238820000008698687     1
27b33eb6fcfac4233954503e138bfab270000007360608     2
219b81d8a99dd45ce897460af625b372d0000002953723     1
264f6ac5662614306b5f95907164210c80000004879994     2
23d9902491aca4f2088f1ed21f1b5086f0000000502688     1
2483edbe1a8324f9a85e1267c9a498fde0000005703709     1
2a03710809edf4051b2f807c7fbfd26b90000002051494     1
2a6879d5bd2804437924d8d7ed8136ce00000004825747     2
2a19b71707c3f4304bce5d7c2c14bc4e40000002426875     1
2e4d4365194de4adea8a597a5bfde9bbb0000004545555     1
2f5817fc2ad194d149de2224c46f35a800000007653543     2
2cc928f89e0a542e595e27969418dd08e0000004498172     1
21ee1bdde9c4b4c9da29395b5552883340000000435311     2
27364ba463ff04efd8117fa4f7090b7950000002210524     2
27e7c3411944e43deba5111d1c1968f830000001095420     2
2ef1727366bdf426ab0fdf90230bf07e40000003521946     2
2bb9498481afa4b1aba2e55a9d3ada07f0000003118270     1
24f345a3720b2410ba08d42f5c4b737100000002128417     1
2c081f9b1602e46a0a3423cc0f5ecf7850000004079247     1
2dc6e3b8971a646f3966000034cdfbe030000006272888     2
2e4a83c13656544a2b78513aa81db19d00000006406624     2
2f056d89315f74b1ab8f19ab09b6720f80000006535947     1
2b53151b77c874347aea9362bacceab5d0000007288521     2
273b8a6a212ce4b958bfd4d823026c2500000004127588     1
254e197c1a5c8447082977ad8e761942e0000007460491     1
23ec02235d0544c96846f4cdf91ccdaaf0000005445503     2
25b5954b425dc4174a127e8cc5210ace20000007021373     2
21bdd1779cde5423fad72ed4c64e8862c0000004917778     2
21d4c49126a664c5db4e32e4e976288c50000008357491     2
23f778e7f72a245dbbbcdec4ec300b5480000007039890     2
20f45dc7a6f4c45a3b617277da8d3fe650000007820233     2
25dd48e0b225347e3b630f237478693b90000007808875     1
2bf5adabfa8ff4fc484a1ef1b2733458d0000000558261     1
2014ff61ec22246e69be94e44e2acb2360000003636616     1
2e777ac5badba4b7ba329f0bb784205cd0000007313718     1
2b79eca06f76340eb948ec08c5ad43e3d0000007956128     1
27f92e590521c451db9e17cba352816110000002025416     1
28eb531142c904ef0809d67e4495f8bc40000002850267     2
22176bc397c5d43bda2f224432a0279360000008825665     2
2c304e68cb7d5460ab0f12e83b0fd3cde0000000914139     2
21c485d52732944018de22131da0a72600000006042799     2
2d8722566d02e43118e891bac7d9fb6900000007455293     2
2bc96bc8a128740b2917b23517c6d9fd10000004573335     1
27ee9b4b3abc34ea3b77579bcc80995ba0000006223287     2
3b065da8b54684bbebcf95837e5d0794f0000000998060   0
3e6e8b024af724af0a8bad2e17831ef2f0000000412586   1
4               2022042449cd980665094a2db2f794fc9ff56d74
17a9391312dab437692358fcc06e3e422   001000006950238400000025956690000066906715
2777a02a367f44ef8ae1279fa761ca1a30000002181751     2
22406727ba9e6461fb0327a2846fa15520000006708950     2
255d10cd9bb8a4193ac6b35a8f434d75e0000004234062     1
22af843cc83d84575826096df1d7d3b560000002991991     2
2ca135d69e27e4832b967d384eed49d3f0000006126744     2
2f92823c6cd594f38bca5071f870462020000004874908     1
2ecb979c1705c4923b7f7874640c1ac770000003368758     1
2555fe2653e60423689835cd7fd8229b40000002280750     1
2a093e7040ba4441794ae11ad9d5eed840000009929449     1
200375075e62d4d67a223c29c3214e6760000008058274     2
266f28a938c924c6eac08e6d569ce88b20000004939307     2
2d7e9c374f32145c2b1de535bed47c7350000007727400     2
24bc904e56b1943b99d4ab28624c79f5f0000004178562     2
2c0591d98ca324e908afce50eb69e780b0000006182744     1
2ec43aecf93344303935431d86b2fc6630000001778015     1
2c293951481134ff39b4b1ceed51fdc250000000989816     2
2933714265381454f8501e39653b6bc570000000808112     1
299c7a8b695094cd0b351064a3f41e4e20000006577384     1
217dc871226f64857b4348b308918e54b0000008292006     1
24090b1f259f149d688fa95d890c25c350000008598575     1
2e9930636536e4b3da61e18553cd169d10000009321881     2
2a9a38667bef84f06a0f0f29cd67da92a0000003482115     2
2acff98e3c37441cf8a18574a6be641100000000347461     1
22f35006da6a8479ba8316e0deeb213480000005125874     1
2dc43885e039044868047f002a0570db20000007104286     1
24a80bb79eeaa423e940083ffeffce1610000005038651     2
2bc20928204ef4ad9b0b96a40874e4a360000001769107     2
2427be3d5a5314f20a1d423a330ce14ba0000004556712     2
2528d3e78dd894aa4acac5bc148af77700000003180820     2
21ba9aa8ef00843ee9b7d7c77857b296b0000006829208     2
3890003ae157a496e9d42b1de8c7d3a740000000278208   0
38a16ac805eac448788d223f6077ce0840000000588464   1
31d9ccd5acc744f599ba9cdf899d63c660000000646919   2
3ff26ca167ca14cbb8b47cd669f1bcb4d0000000340964   3
3f0ee884110d5404daf79e3be19ed99d80000000741114   4
4               202204139bd93057aaff4a7eb4733b0cba395472
1c46d62bafa284d2087d4d7e5d8847380   001000007105356800000020992760000068954292
22700b9cf72b446c0a42629d5cc291a8e0000005568692     1
2ef546e063fb348b1b283d56f42169f350000001053580     1
2e0e943b8189b46f281646e0118a5a2b80000004515473     2
